Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Volatility,Close_Normalized,SMA20,SMA50,EMA20,Upper_Band,Lower_Band,RSI,MACD,Signal
2021-01-04,207.9561004638672,213.0286640789787,205.20487359065424,212.5796787329613,37130100,,,,0.015471014861434,,,207.9561004638672,,,,0.0,0.0
2021-01-05,208.1566925048828,208.74897939243223,206.05506744249533,207.54531040352467,23823000,0.0009645883942244,0.0009641234777839,,0.0160681941907615,,,207.97520446777344,,,,0.016001644297546136,0.0032003288595092274
2021-01-06,202.7593994140625,206.8098162211592,202.46326316529783,202.6829748052678,35930700,-0.0259289914048461,-0.0262710738951761,,0.0,,,207.47846112932478,,,,-0.402197104814519,-0.07787915787529641
2021-01-07,208.52926635742188,209.5323190524169,204.15407157426245,204.46930296341804,27694500,0.0284567174692429,0.028059346064676,,0.0171773777967398,,,207.578537817715,,,,-0.264987968553811,-0.11530092001099934
2021-01-08,209.7998046875,210.71688521543896,207.32561864837888,208.9018339516953,22956200,0.00609285378629,0.0060743674045376,,0.0209598769627057,,,207.7900870434088,,,,-0.05311464209202654,-0.10286366442720479
2021-01-11,207.7650909423828,209.12159487937964,207.0390644856078,208.70126684156315,23031300,-0.0096983586240603,-0.0097456940030175,,0.0149023634964163,,,207.7877064623587,,,,-0.04882507376700573,-0.09205594629516499
2021-01-12,205.3195343017578,207.3925169546865,203.7815384245881,206.8193397437336,23249300,-0.0117707774175749,-0.0118406014812793,,0.0076217362736882,,,207.55264244706336,,,,-0.23999502918880466,-0.12164376287389292
2021-01-13,206.66651916503903,207.06773743766976,204.36427697009492,204.45026376719755,20087100,0.0065604320984946,0.0065390061218924,,0.0116318231804064,,,207.46824975353724,,,,-0.2795852897368718,-0.15323206824648872
2021-01-14,203.4949493408203,207.73641987769744,203.22747053007149,206.25572423330087,29480800,-0.0153463165539938,-0.0154652900425936,,0.0021897938209519,,,207.08984019042134,,,,-0.5604198640100719,-0.23466962739920538
2021-01-15,203.1414794921875,204.918311312964,202.54920707742923,203.97258788636623,31746500,-0.0017369956835675,-0.0017385060097767,,0.0011374844368143,,,206.7138058382086,,,,-0.8022574259212263,-0.3481871871036096
2021-01-19,206.76199340820312,207.27784115819605,203.12235803022585,204.19227311258143,30480900,0.0178226225636741,0.0176656618500003,,0.0119160580095257,,,206.71839513058904,,,,-0.693772839520733,-0.41730431758703423
2021-01-20,214.30874633789065,215.69390740254323,207.5739806235108,207.9656511782712,37777300,0.0364997106348661,0.0358493737184205,,0.0343833744111793,,,207.44128572176064,,,,0.001148626717025536,-0.3336137287262223
2021-01-21,214.9105834960937,216.1811149803445,212.47460251731223,214.6526523255992,30709400,0.0028082715637474,0.0028043357360197,,0.0361750941059407,,,208.15264741455428,,,,0.5935994789626307,-0.14817108718845173
2021-01-22,215.8467712402344,219.7825576936173,215.703484235591,216.9262485968844,30172700,0.0043561732926833,0.0043467126346985,,0.0389622035363047,,,208.88542111223808,,,61.371193700141966,1.1256873515769712,0.10660060056463286
